	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
Carbohydrates; Amino sugars and nucleotide sugars 	4190.41604421242	4154.7518138509	1225.29149039667	2081.25210738023	1052.13831426827	2611.41458695597	3852.31282979146	5215.22770138901	4352.95071854669	4057.61732363412	4212.32002792378	4232.15381863009	1417.67238950528	4798.46894973734	3754.16178488511	5867.85206298862	4443.07634259366	3796.41348309178	4631.20906539203	4456.36205314834	3983.2148779707	4849.27415651723	4488.62055697014	3645.10861850046	3869.44768668805	4197.32142361409	3933.81833220779	3718.45808822618	1761.66456322443	4034.40494167856	2832.06164374351	2787.15075472167	2096.06451951984	4620.2420910563	1128.52930817093	1528.29923629519	2545.21174912095	2227.45517084119	3620.85511736455	4606.99525848328	3731.23322536795	3566.83179475857	1821.48154602082	3544.16759972124	4056.48028459989	2395.12103799896	1932.93361931459	1884.62318616256	2178.2319068419	1430.02051485585	2390.12198846404	2056.53662503697	2404.39669870946	2242.57020377378	5500.62642350197	4296.59973959577	2912.82582164271	3484.05338751193	2711.44499247196	1611.99872916502	4008.31107684749	2959.19195253955	3551.80176735149	3058.73866483592	5197.78617082065	4665.01257036737	4768.91469325906	3336.94141033954	3585.70147877469	5354.34352420904	2660.55387381478	3195.7307947657	4192.79524691438	3105.11159405674	6174.89132419394	3282.93466513093	3462.26746752417	3830.37711712753	1782.09060217518	3098.71905084663	3182.27605945521	3393.0098615007	3282.39324927321	2994.64869743449	2053.06231309972	4354.23933710263	3954.28642986571	3679.68728871382	5463.89578891161	2290.07223992242	5325.50863735884	2945.17146520195	3753.02920966495	3637.4640333099	3729.41647737189	3834.5159486954	4094.88866763306	1983.02208065467	2006.56262731624	2117.90348087308	4625.25904335468	2901.30222055219	3064.74316421122	3668.23020724493	2831.71441383474	3237.41097234499	2964.8259422301	3934.32783480757	4131.12633542616	4096.57460889773	1869.46068161243	4312.74500671755	4050.86004856893	3286.68491932259	3172.43161982881	3086.33051347301	4472.57523723061	3648.31892129093	4415.10064900267	3723.87689561016	6163.67745845643	4373.94181059677	2385.9392929698	3023.40180531207	3743.38835604472	3347.3280621657	2322.373513157
Carbohydrates; C-1 compound metabolism	5724.28420664102	5152.94521158943	4953.74932109357	4952.18877579437	4786.50538153923	5078.94502630892	6268.03818803807	5458.0274907851	4608.90859614557	5390.74204463342	5296.03869732259	6273.48667684141	4440.88773802162	4656.99427105541	5693.08612867251	6003.65798866765	5359.41970973623	5329.55618649483	5566.5214525113	5276.7960542259	5718.54458205762	5253.6817095569	5800.70828610288	5872.96997015173	6005.38032525465	5515.61800866461	6149.74556307446	5097.88729645481	3873.44958752297	5307.3759164779	4080.86712057444	4523.6767835799	5652.01093714211	6574.13061788002	4239.79309661584	4275.44169067059	5212.31248443864	6705.28249100583	5535.79077737896	5653.27058423118	5328.96608540944	5627.92280976111	5299.93322897992	4888.38797820739	5203.358298453	4583.50958010233	5908.15461502278	6003.96965646229	7051.0789718893	6940.28771314955	5481.14354069366	5570.67707580387	7000.89069138509	5287.56305091324	5261.24118902565	4837.33463190381	5661.09996935834	6027.14730138899	5650.80854952853	7761.47536264641	5049.12872855946	5584.88497192351	6232.18721750905	6280.8599792012	6077.11958977142	5777.61915335008	5360.72085881973	2611.54501797342	2062.79781628373	6278.52089572011	5852.56804507302	6287.27064911981	5967.71478032785	5738.65367933953	5690.21319734625	4910.87665187038	6419.4402853533	7574.40582232754	6174.0090587747	5237.24727644084	5871.02387857575	6761.70967577814	5013.41577061197	4951.05199011184	4862.51600470986	5902.61939136405	5004.99708303357	6426.4008919984	5231.62765685895	4555.56343561984	6006.13728358184	5310.02361755301	4898.14648648522	5062.0925726327	5282.23344115133	5152.44502199332	5877.75881702823	5102.75610430436	5215.58154043219	5021.44854118034	5906.00218142846	4602.70692473868	5656.16692082226	6520.74749031065	8343.16557376198	3571.83947049414	6565.69174965367	6618.26744069478	5985.40134375661	5282.06124388193	5922.6470927809	6006.11870942117	5805.51097079144	6566.6114581402	6287.03183413543	5015.0870888964	6827.70879260977	4695.75002667623	5928.91310559816	6172.32099816348	4908.93372515483	5108.00736129924	6527.633081105	7394.45762419381	5483.69314947723	5699.78794310453	5710.94048290379
Carbohydrates; CO2 fixation	7651.03786369821	8191.12852847825	9305.93178091008	9529.18584515624	9542.84624718776	8793.47141155472	8375.46140441728	8470.16966351122	8002.4079297978	9238.44065601758	7734.14673382331	7788.30913402345	9222.07313029425	7445.71065197221	8112.9093787294	6401.18540157818	7745.80845658928	7645.67292545514	7035.19024777724	8229.76329549507	8300.57484935656	8368.10915642736	7578.62767126741	8033.23392085117	7185.76960026339	7911.82986271185	8409.8090588565	8388.20406019424	7972.01612237164	7780.45579679571	10059.1393544996	9122.28966374918	9103.76186242922	7810.63478060792	13711.4563655277	9751.2439298065	8204.95108706619	9326.64671002159	8673.94318746589	7409.30752381476	7537.09200337837	8117.28249410841	9063.52632866225	8103.24878766671	7933.34406650158	10775.3494191902	11512.7465912084	8169.63855950439	9686.08830410971	10996.8552908313	8905.98506687058	9888.34545256035	7906.768013825	9156.04452966903	6163.41223955494	6488.64494271796	8922.09623758012	8523.11961408245	9141.63024273519	6592.2787535298	8902.73362778913	8608.64871758797	7709.1601874164	8678.27925398395	6978.70364074954	7471.11581617908	7565.56278359418	8714.95575132577	9607.08102954604	7356.2046975448	8735.88499154446	7867.7483082892	7278.9742463527	8004.96694049829	6602.01470040545	10602.3029715549	6608.80183028825	8211.54013769649	10967.5805375546	8542.7050238503	8683.56157458069	8251.19697168387	8048.74912832941	8215.56456405278	10775.5755906842	7813.490561075	8202.92047785627	7626.16646166094	7723.76184895802	9191.21227411257	6752.37809152193	8499.98597393023	8574.53814700326	8178.57267519096	8735.96572874925	8458.85559275245	8454.11979577532	10557.0852693098	10570.6734796899	10724.0253352431	7209.80636640059	8996.2184331827	8212.09172186328	7806.84026308101	7600.77946166212	8879.99170589543	8334.32375104583	7145.3668225943	8098.91553686251	9218.9746357006	9118.07941315062	8804.26962378911	7813.56010177304	8937.32461964876	8948.50415401969	8468.34267464684	6770.32818484326	7655.32480555936	7640.95320302767	8819.21398097469	5755.93140538571	8894.60445408065	8315.43327438119	7449.13992055593	7345.71448937027	8973.1872226784	8271.17896423001
Carbohydrates; Carboxylic acids	381.97887543106	1194.56340249299	2784.60306319567	1855.20947878135	2444.53236778384	1819.22485475083	611.360306835566	1787.01748944554	364.612361251966	1358.66693726753	726.573994481096	622.867092531011	550.412527992149	453.155748407161	638.520420722744	342.117541599274	517.471527715567	457.520392478888	474.941310267975	503.076426661767	1009.70860494209	1444.46464236683	454.933031659815	318.175339767362	259.83574481666	371.863914907238	1184.37918712223	373.562455133605	365.74590029267	378.295388492807	295.905360887357	181.292249425911	1516.69178191998	523.070959960443	402.240141129242	277.987321970417	231.931130477039	582.316666352479	362.40759958039	460.782266936509	438.73874448533	490.533409473243	411.336984472169	372.464550701332	346.533170954446	902.352484509214	667.142688536347	857.284877497162	2072.39970987314	705.788982438778	627.503140203935	1059.52819848696	222.220883839533	651.130545929193	370.050822761634	538.671433188964	302.98403453242	419.676760541378	641.839635899161	348.271330375159	725.739415920431	320.636859383344	405.425796064124	188.047157325705	338.575634528642	335.100156783364	514.720507423642	207.352443088617	126.845998541634	706.325753794439	186.249951245963	409.6280145354	353.010885119338	481.604689309698	389.499392354303	503.770127142733	489.906567139696	763.915056404142	626.885963057647	411.91421443544	515.94651246623	663.175030382989	402.226498462732	390.642668849569	360.186370719249	372.522178404069	402.855873316902	514.433943170903	240.555360976373	236.410969950781	437.508987536186	502.787318625341	646.260871171443	962.541370768535	405.920690999869	402.329215292664	334.091358071483	548.181096577753	613.163721754783	365.997792024502	395.308514506382	339.408774122549	840.141948490335	534.950238556553	602.36829920873	861.872374190455	774.131056123782	634.557859625355	694.594008988411	255.783325408289	514.704908482659	499.377673960922	544.718366542612	500.542556149244	532.42557392342	437.323487307391	488.221442352302	283.970210793348	471.181260049645	518.135362818892	264.829463360599	1624.07965963087	801.615103184783	285.759097118177	427.217017378058	642.683334529594	1159.33269676242
Carbohydrates; Di- and oligosaccharides	25452.0741744641	15428.8935755935	5248.41456210395	7337.84170160096	4835.97518760001	9883.35248362817	20108.0294201085	10433.3532689771	25539.5332812949	12009.7083252604	22199.0240072845	20440.5361271791	17002.8225476041	21624.5377169116	20754.0279795181	31342.2315204529	22743.3223178342	23246.2302315162	27078.738555665	21004.0851820963	15222.6407473896	10996.2264158972	24350.2319947591	22202.5367229444	24998.0620152698	20549.9320636097	16679.9093573743	20181.3582940007	19945.2509104781	23190.6960431866	22291.4770067864	21246.1535271065	12693.7061330028	25476.3555796241	13065.3422130414	18188.7403676343	22789.5576480147	19768.7116022371	22119.3239070523	24995.2267970525	23448.0991144321	25378.8005961779	18766.9283768306	22410.6479663554	24457.39222297	9815.17153231647	18290.0516491236	21720.1292341914	4861.20198384248	9477.63701274396	19447.6154435865	14949.1721342562	15352.5488196122	8905.1677605022	32472.6483775247	31138.2497254449	19808.887223223	21072.1910292881	17447.5590819935	13731.8410262206	22026.4561415851	21772.1969506914	23193.9794525981	21074.1416196251	29437.2972029298	26741.6161952025	21419.3791837874	18497.3551365029	17645.6877971251	25165.2458538399	22555.809238887	24501.8071053744	30574.3687450187	26150.252877252	26927.6675654646	17771.1282983503	30384.5563165202	20694.2948623938	20510.321137573	22804.1163607315	20084.161802344	16867.0446517166	22334.540478276	21810.6063139509	11886.1502337352	25823.0386386361	21222.6649213166	25771.6027638612	31966.1314266888	27635.0182247767	27877.5789986214	24618.8926265594	19744.4854984808	27906.9686937507	22017.0788224232	21427.5154776086	24464.3201811316	20426.0909103466	21288.2238482798	20612.6363851836	25998.7154643479	22924.6189261508	30209.6111900821	21281.9408546269	20000.6694601678	23489.3476755153	23480.520782361	24065.1706001561	31996.8715615973	19982.8624803072	18191.0483833667	25380.9188027134	23842.3720616522	18589.7703764795	24083.9436575138	19983.5500846438	18567.9756521716	21591.046519009	23861.2276859743	24976.0534302761	35231.4506774204	7884.16852948076	18066.5894481929	24448.2783089996	31291.6313483325	19036.0028504095	11124.3588964973
Carbohydrates; Monosaccharides	7648.81303203961	8456.30289004471	5149.20067624187	4960.73250365717	5719.19221288026	5532.09739921958	6561.87569362508	9567.30525633154	8081.37254974894	8161.93906853314	8947.39399605353	7492.58653217875	6343.1777556422	7155.08358049753	7378.29374899391	8992.05314662922	7528.91161177149	8100.10109638524	7914.12146647079	8255.70207538862	8291.5901541431	8727.41707703967	8424.50658433643	7911.90728444175	10382.4566496582	8927.03435315911	7150.5137919757	8670.86101384306	9463.07020284644	7936.30160956897	9347.95546334186	10618.6219011182	7040.55019045038	5275.45453915082	4420.0549227581	7127.26945434715	12094.0047008227	4376.95504602552	6869.83983535429	7657.31680278353	6555.90253690311	7660.17218217574	7487.05804328994	9437.68674045326	9682.5707606592	7769.49768703488	10971.3183381357	18151.3651341349	9228.63836644276	5007.91047364604	11377.474523273	8921.14142522473	14152.9899308042	8525.97997199049	6977.52404963054	10737.4593132405	9918.54804080528	9942.6578497382	8055.74236893845	12030.2868121019	10897.0084232922	8744.77233167758	7616.08590037956	10779.712303136	9205.0190435548	8198.55861678377	6770.61811115201	12388.7184472678	14493.7056733638	9514.86803030503	12546.4878480801	7323.17338003475	8539.87722508938	7324.59009781525	11047.4458503351	8922.02377705394	4958.6152621158	6277.8873993374	3678.90381340004	7938.7193852433	7365.68410515927	7572.88549680337	12610.5601754401	9458.85236504019	13110.7838941806	6735.9556314236	9193.7238796715	9901.17537841927	12900.2810457756	9594.81042357593	7649.38500727787	5875.18351376192	6489.13709411143	18936.4869817001	7926.44070833685	7930.62705852377	6465.6151205594	8946.39309182169	8628.70418035082	7799.13975950618	8571.63672769357	9982.32183603052	16134.2753065714	7704.34644052191	10028.7758483274	26844.1824519011	7766.35854467723	7619.0133861524	14559.1458998784	5878.25201962156	7149.74293510612	5627.28302368528	7828.65865555129	7690.61461587281	5495.6283584836	11631.2047983986	10372.8577999058	9221.58345181218	6965.85607009265	5379.67748440199	5179.24241879186	9296.01050631896	4657.6547357413	12118.3024518634	8986.0666221332	7287.45641239845	8091.11703738573
Carbohydrates; Polysaccharides	11182.5972046011	6222.95796515408	5327.78567079361	6561.58299863718	6037.72950068625	8166.6657570542	10805.2144008693	3517.28509915869	13266.6812015537	4558.5085051057	10198.7353285566	12932.4647073338	5776.81900955363	11908.6464334801	12035.687069418	10595.2328799706	11062.0755917578	11926.452419939	11984.4597271314	12066.1018122719	7816.68483571694	3963.2365666118	12351.0806605687	13476.2907606821	13725.7455797773	12032.0680374774	9387.11206769667	12399.1659500472	10551.3198192182	12817.8155131507	11447.4211501551	14489.0712899603	9134.50085382817	12562.3380273841	5778.60734873859	9145.68325579377	12575.7683265238	6466.53265780132	11288.7087286745	12003.7346963175	8729.25796530402	8218.02325636734	8466.9006235269	9902.74430446097	10646.3222673201	7205.67773917269	6996.09734242754	6253.6321220962	3731.3813392797	3085.86529369061	9814.78159783249	7423.97482317915	13407.4471816311	5745.26952290464	10068.5043959834	11051.4526292962	12505.9272184589	11485.8902885009	10177.7427978295	4477.77424768062	9486.20416487299	9842.62352693266	11849.304998263	15321.3544544185	11606.4498101077	12793.3157956146	12569.1244875372	17430.2486610956	18864.8187831085	13163.7894442415	14454.317498742	6347.65352182476	8169.37577043543	6130.69753148291	11820.4778358417	11273.0817167232	11113.7325637711	14493.2628511861	2235.23251887076	8548.42559267411	8660.63061847107	12767.5909336431	12359.1826777645	10040.9927506711	14587.5480141296	11056.9096949777	12170.6429894361	10880.292405508	10550.2550944035	11033.8411493414	12821.6094484523	5808.58314331487	10304.0658627027	13690.9730639385	10401.3306143604	12022.51726633	11305.1281337138	5223.64369617132	5238.7333663807	8058.68758022049	10706.2030902747	10772.6747821994	13400.8557276803	9950.59157486907	16117.3629307653	15321.7423370255	10592.1550875381	11903.0131806337	12426.7802482408	12821.4458420208	5761.41659979251	8691.83339569851	11983.6870208849	14686.8056348601	9915.48768629713	12983.7076810957	13637.1335949482	9301.18821582146	9846.98183487833	8308.65150315528	9705.08662711989	1240.2062855363	12903.8289693678	11398.6128739362	9092.46784155566	9970.11044490389	8362.90039395505
Carbohydrates; Sugar acids	32.9275085473837	70.1767011908414	3003.70039447442	2727.89025333968	3489.43119823833	297.691339868318	86.5256188373424	32.859732793376	51.5666053770638	9.89034803256738	64.7788862549411	119.64861064562	13.0651786924491	92.1325693297693	275.916936769265	0	72.9096444396934	95.4950772421441	48.9431045157506	92.086183361935	0	25.5280938268071	68.864219629466	191.380683820219	9.31681953525874	95.4163998981994	122.885192339757	292.035795544186	2.07417334759548	53.755005527513	320.639366037795	269.946962123203	328.968862106337	19.6249734852592	61.1550621807354	13.4509994501815	53.9901346896705	73.2591935088602	66.6510246390143	14.5510189558897	1.33220266544128	4.7659430715641	20.6954651084633	106.717371268359	159.864750136443	6.01419824284097	1735.67300480073	111.160711031066	3984.63530894908	196.767550437591	852.067821117442	2012.54122997023	67.2520084512742	947.969471279266	33.0566491796994	32.5809334590099	705.22145968753	353.41200887695	157.185216954897	522.406995562739	29.7113248663077	2.54888657071961	264.545994303294	734.475800290205	34.6763096530046	44.4374771694108	53.1105682742287	10.114753321396	7.04699991897966	97.4005656878042	0	27.0977738391665	4.26599256941798	5.03858436941271	31.0770791772051	23.5223405669758	3.35648233267277	53.1808139461569	63.927501371096	14.9666044809001	89.4866579887227	21.7873064736774	43.4573384702742	20.846276982848	2161.11822431549	31.0786081463038	67.9734319432342	24.3725049218025	11.6085696985917	0	15.7469188121001	34.8666582765312	41.6348223730747	60.5795268315861	178.000620374371	153.161643667835	67.0636263448264	18.4289722824724	7.19331761346042	5.61346306786047	14.9423630010812	34.3203265673727	0	59.4708374764804	113.764472974046	87.3798229288353	3.92738416297296	21.2498275888698	53.1383394854522	236.964335161819	27.5383517914289	26.8959657824594	60.7453442706523	76.0317806808978	22.8846452190053	223.994956913542	46.6825283524114	0	19.8363506249274	15.5387027112181	130.131719065122	0	152.193433505601	201.089735009087	193.456762586291	34.7776168999343	912.851803565516
Carbohydrates; Sugar alcohols	3144.13209994342	2172.04687596898	4385.25375510386	3351.58238732472	4273.70861139702	3479.68099490523	3159.4960817878	1965.20176228311	3327.34823382509	1939.2146678141	2714.14779504655	3373.49338449881	2691.4268106445	2598.82091857601	3693.69263245905	1637.08417751894	3756.155323288	3333.92841656915	2959.82351245306	3785.37478934366	2468.65197055757	1993.31865964319	3566.76340573769	5075.74857088406	5598.54587221501	5469.34005454208	3008.7854176807	3473.54114507845	3428.60854357533	3884.5202530955	4003.56884097473	6291.38684948341	3834.00657764093	2695.68635793521	4105.39756710913	2305.60094279407	6623.62413990825	2250.37214932345	4108.67714055582	2733.16639388129	2630.87823046897	2253.31738555563	3146.17839061317	2710.83047996391	3747.56797999492	2403.00632013957	12966.4733975247	8334.80765640005	5004.1993335929	3676.52057502208	4124.14904711182	3512.35417156869	8835.10606080787	2221.50421552313	2057.77641143628	1456.80213806386	5103.71382307197	2621.13906583738	3444.97600492815	4278.76205889481	3668.3121794239	5531.21457059339	2776.37397103577	4780.64402220607	2258.77628156377	2624.92957244572	2671.91358903008	1884.29425416505	2185.97937486749	3675.32648169388	10201.0597444361	4415.58224709218	2545.02006703861	2929.5169287827	6686.95871682314	4539.81172942634	2636.2371654534	3597.74004876867	2807.1110970277	2215.88894119993	3350.15675845281	2207.85683602203	5337.23622960163	4286.05215396572	8884.59714440813	4460.32772415163	3864.51618407934	4303.9715933537	3982.70678742518	2514.78608878969	2743.58140870819	2608.93560408305	3241.37531584126	4839.63108799004	4459.55346883653	4604.98171409348	4886.37576668564	4136.81930446025	3456.38911326773	4756.19369968038	2923.55633428932	2780.51279397975	4224.37571283169	4049.90657240196	6500.61866724772	2075.09878703439	1934.89126429135	4393.7041889442	3121.24484549073	7785.44531657931	6512.16452363027	2572.77011519086	2849.41311419852	2842.74379990246	2791.09238069503	3402.59005978189	2919.60312737373	2774.52861693173	3288.93939516775	4210.09540584865	3148.27439632988	1438.60238032075	2921.7673130035	4653.28702591204	4175.44179248744	2713.88362990346	3988.40985142066
Cell Cycle, Cell Division and Death; 	54750.9515036446	49122.2353168236	31618.1425724329	36474.8829919035	31206.0362953934	45438.6138130339	57982.827374048	47083.9435300698	53422.1697709553	47993.855765941	53105.4099753372	55291.8512530614	54512.9505736254	55288.3453767087	54997.5398539142	56279.1697201755	54689.9355793877	55978.1550062192	56636.3594899571	54283.7975331115	49705.9009766789	46125.4363309663	54403.9820370392	53997.1684149502	53826.0269943113	55470.8341684904	51154.3845417819	53938.6931928749	48567.3220468409	56200.4299871009	53909.4251950685	52676.5061119145	40981.1528712206	54631.5825221636	43808.8656150426	48299.4834899242	51354.6056688766	57790.0451892496	53192.8544459168	59569.2181843089	59448.0341156298	61145.0817348991	54587.8553912883	54086.560881154	56833.5779483572	45706.9265540259	43444.9761321798	55979.41123978	36205.3715599296	60503.341771417	49980.8308914869	43972.1734371626	56460.1003492944	32504.8198707535	57505.163264954	54331.3999000648	53261.4589532008	53468.2918430086	51328.8325966214	37991.4268392102	62216.1591670222	54553.2833533713	57940.9180310735	57136.6122440821	58847.6239427963	56655.6654644551	58881.2386861071	68407.7625048211	77874.328984668	56430.6901175787	54407.6000143819	58543.1145130889	58452.7723859175	60974.0088644172	51687.2323431053	55126.9573527646	57428.4896793896	57240.8294626948	63409.5894975849	56706.9677176824	57969.9231214383	55647.9456267125	54183.5096920071	54118.9512676996	35538.3885776325	54481.5917848513	55614.6384941792	60407.5822840713	51782.8627909392	53912.6007388786	57433.0844083586	59106.7002374114	59194.2534414557	56318.7667777645	55545.8553858844	54134.2999967745	54439.4984414208	57498.2641951925	60402.8474804859	52574.9279202951	55211.433594475	53013.7476087464	57572.206143449	55275.7588549147	58410.6184258627	59163.7084539414	57567.1170472378	56778.5027405044	56614.5990466481	52992.894968396	59474.4472289404	55834.7125151963	57591.4787681748	55357.0499186354	58267.3818517886	55093.1596168636	59404.2953705827	56164.6524455669	59264.9288966801	58269.2064170206	50773.7439590264	46809.2977716835	58350.5212656605	52010.9779875785	53618.1538904786	58044.8613442632	39339.8774270152
